year,experiment,source,rep,date,location,species,frequency,behaviour,inititals,citation_DOI
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,3,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,2,9/25/2020,"Davos & Pinevalley Pond, Vaughan",Anas platyrhynchos,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13031138.v1
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,5,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Anas platyrhynchos,6,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/16/2020,High Park,Anas platyrhynchos,9,swimming,AB,https://doi.org/10.6084/m9.figshare.13126829.v1
2020,balcony birdwatching,full,2,10/9/2020,Mackenzie Glen Park,Anas platyrhynchos,21,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,2,9/25/2020,Bellchase Lake,Ardea herodias,1,inactive,NJ,https://figshare.com/s/49330855fbcafeb1ba0c
2020,balcony birdwatching,pilot,2,9/23/2020,Bathurst State Park,Bombycilla cedrorum,1,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Branta canadensis,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Branta canadensis,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Branta canadensis,6,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,2,9/17/2020,"Gardenbrook Trail, north entrance",Branta canadensis,11,swimming,NJ,https://doi.org/10.6084/m9.figshare.13030703.v1
2020,balcony birdwatching,pilot,2,9/18/2020,Mackenzie Glen Park,Branta canadensis,18,swimming,AG,https://doi.org/10.6084/m9.figshare.13030985.v1
2020,balcony birdwatching,pilot,2,9/23/2020,11 Calvin Ave,Cardinalis cardinalis,1,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Catharus ustulatus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Catharus ustulatus,3,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/23/2020,Barrie,Columba livia,1,perching,AE,https://doi.org/10.6084/m9.figshare.13028252.v3
2020,balcony birdwatching,pilot,2,9/23/2020,Humber ravine,Cyanocitta cristata,2,foraging,EO,https://doi.org/10.6084/m9.figshare.13031042.v1
2020,balcony birdwatching,pilot,2,9/26/2020,High Park,Dryobates pubescens,3,flying,AB,https://doi.org/10.6084/m9.figshare.13023131.v1
2020,balcony birdwatching,pilot,2,9/18/2020,Bathurst State Park,Geothlypis trichas,1,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,2,10/16/2020,800 Bancroft Dr,Larus argentatus,9,none,YM,https://doi.org/10.6084/m9.figshare.13125170.v3
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Larus delawarensis,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/23/2020,11 Calvin Ave,Melospiza melodia,3,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,2,10/14/2020,Coonnie Cres,none,0,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,2,10/16/2020,Barrie,none,1,none,AE,https://doi.org/10.6084/m9.figshare.13125479.v1
2020,balcony birdwatching,full,2,10/20/2020,Bathurst State Park,none,2,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,2,10/20/2020,Coonnie Cres,none,3,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,2,10/14/2020,Bathurst State Park,none,4,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,2,10/16/2020,High Park,none,4,none,AA,https://figshare.com/s/1bd7dc8ba136bc2be626
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Passer domesticus,3,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Passer domesticus,4,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Passer domesticus,7,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/27/2020,Bathurst State Park,Passer domesticus,13,flying,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Passer domesticus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Passer domesticus,3,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,2,10/10/2020,Vaughan,Phalacrocorax auritus,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,2,10/5/2020,Brampton,Picoides pubescens,5,perching,KB,https://doi.org/10.6084/m9.figshare.13126832.v1
2020,balcony birdwatching,pilot,2,9/18/2020,York University,Poecile atricapillus,7,foraging,EW,https://figshare.com/s/9ee1a3cebe33969b62f9
2020,balcony birdwatching,pilot,2,9/23/2020,Bowsfield Rd,Poecile atricapillus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,2,10/13/2020,Cityview pond,Sitta spp,3,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,pilot,2,9/16/2020,Bathurst State Park,Zenaida macroura,3,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,3,9/18/2020,York University,Agelaius phoeniceus,1,perching,EW,https://figshare.com/s/9ee1a3cebe33969b62f9
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,5,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,3,foraging,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,3,9/25/2020,"Davos & Pinevalley Pond, Vaughan",Anas platyrhynchos,8,foraging,TA,https://doi.org/10.6084/m9.figshare.13031138.v1
2020,balcony birdwatching,full,3,10/16/2020,High Park,Anas platyrhynchos,2,inactive,AB,https://doi.org/10.6084/m9.figshare.13126829.v1
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,3,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Anas platyrhynchos,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/5/2020,Brampton,Anas platyrhynchos,6,inactive,KB,https://doi.org/10.6084/m9.figshare.13126832.v1
2020,balcony birdwatching,pilot,3,9/18/2020,Mackenzie Glen Park,Branta canadensis,2,flying,AG,https://doi.org/10.6084/m9.figshare.13030985.v1
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Branta canadensis,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Branta canadensis,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Branta canadensis,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,3,9/27/2020,Castleoaks Lake,Branta canadensis,30,flying,NJ,https://figshare.com/s/49330855fbcafeb1ba0c
2020,balcony birdwatching,full,3,10/21/2020,Humber Ravine,Branta canadensis,3,foraging,EO,https://doi.org/10.6084/m9.figshare.13125719.v2
2020,balcony birdwatching,pilot,3,9/24/2020,York University,Branta canadensis,18,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,3,10/9/2020,Mackenzie Glen Park,Branta canadensis,23,foraging,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,full,3,10/11/2020,Vaughan,Branta canadensis,8,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Columba livia,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Columba livia,2,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Columba livia,3,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Columba livia,2,walking,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/23/2020,Bathurst State Park,Hylocichla mustelina,2,walking,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,3,9/26/2020,High Park,Larinae spp,5,flying,AB,https://doi.org/10.6084/m9.figshare.13023131.v1
2020,balcony birdwatching,pilot,3,9/17/2020,"Gardenbrook Trail, north entrance",Larinae spp,17,foraging,NJ,https://doi.org/10.6084/m9.figshare.13030703.v1
2020,balcony birdwatching,full,3,10/17/2020,800 Bancroft Dr,Larus argentatus,14,none,YM,https://doi.org/10.6084/m9.figshare.13125170.v3
2020,balcony birdwatching,pilot,3,9/24/2020,York University,Melospiza melodia,6,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,3,10/14/2020,Bathurst State Park,none,1,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,3,10/17/2020,High Park,none,1,none,AA,https://figshare.com/s/1bd7dc8ba136bc2be626
2020,balcony birdwatching,full,3,10/14/2020,Coonnie Cres,none,2,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,3,10/20/2020,Bathurst State Park,none,3,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,3,10/16/2020,Barrie,none,4,none,AE,https://doi.org/10.6084/m9.figshare.13125479.v1
2020,balcony birdwatching,full,3,10/20/2020,Coonnie Cres,none,6,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Passer domesticus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Passer domesticus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Passer domesticus,4,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/26/2020,Osgoode Hall Park Toronto,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,3,9/27/2020,Bathurst State Park,Picoides pubescens,2,intraspecific interaction,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,3,9/18/2020,Bathurst State Park,Poecile atricapillus,3,foraging,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,3,9/23/2020,Barrie,Poecile atricapillus,9,foraging,AE,https://doi.org/10.6084/m9.figshare.13028252.v3
2020,balcony birdwatching,pilot,3,9/16/2020,Bathurst State Park,Quiscalus quiscula,1,sitting,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,3,9/23/2020,Humber ravine,Quiscalus quiscula,1,vocalizing,EO,https://doi.org/10.6084/m9.figshare.13031042.v1
2020,balcony birdwatching,full,3,10/13/2020,Cityview pond,Troglodytes aedon,5,perching,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,pilot,4,9/23/2020,Humber ravine,Agelaius phoeniceus,3,perching,EO,https://doi.org/10.6084/m9.figshare.13031042.v1
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,8,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/16/2020,High Park,Anas platyrhynchos,8,foraging,AB,https://doi.org/10.6084/m9.figshare.13126829.v1
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,3,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,5,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,5,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Anas platyrhynchos,5,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,4,9/25/2020,"Davos & Pinevalley Pond, Vaughan",Anas platyrhynchos,2,intraspecific interaction,TA,https://doi.org/10.6084/m9.figshare.13031138.v1
2020,balcony birdwatching,full,4,10/21/2020,Humber Ravine,Anas platyrhynchos,3,swimming,EO,https://doi.org/10.6084/m9.figshare.13125719.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Anas platyrhynchos,3,swimming,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Branta canadensis,4,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Branta canadensis,7,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Branta canadensis,8,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Branta canadensis,10,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Branta canadensis,15,flying,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,4,9/26/2020,High Park,Branta canadensis,16,foraging,AB,https://doi.org/10.6084/m9.figshare.13023131.v1
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Branta canadensis,2,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Branta canadensis,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/5/2020,Brampton,Branta canadensis,4,interspecific interaction,KB,https://doi.org/10.6084/m9.figshare.13126832.v1
2020,balcony birdwatching,full,4,10/9/2020,Mackenzie Glen Park,Branta canadensis,7,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Branta canadensis,7,swimming,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,4,10/13/2020,Cityview pond,Columba livia,18,intraspecific interaction,EW,https://figshare.com/s/b51056871ca557be04bc
2020,balcony birdwatching,pilot,4,9/25/2020,Friday Farmers Market,Corvus brachyrhynchos,2,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,4,9/16/2020,Bathurst State Park,Hylocichla mustelina,6,flying,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,4,9/18/2020,York University,Larinae spp,1,flying,EW,https://figshare.com/s/9ee1a3cebe33969b62f9
2020,balcony birdwatching,full,4,9/27/2020,Castleoaks Lake,Larinae spp,20,foraging,NJ,https://figshare.com/s/49330855fbcafeb1ba0c
2020,balcony birdwatching,full,4,10/15/2020,6039 Erin Mills Pkwy,Larus argentatus,11,none,YM,https://doi.org/10.6084/m9.figshare.13125170.v3
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Larus canus,4,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Larus delawarensis,2,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/23/2020,Barrie,Larus delawarensis,3,flying,AE,https://doi.org/10.6084/m9.figshare.13028252.v3
2020,balcony birdwatching,pilot,4,9/18/2020,Mackenzie Glen Park,Larus delawarensis,23,flying,AG,https://doi.org/10.6084/m9.figshare.13030985.v1
2020,balcony birdwatching,pilot,4,9/25/2020,4808 Yonge Street,Melospiza melodia,8,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,4,10/14/2020,Bathurst State Park,none,0,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,4,10/14/2020,Coonnie Cres,none,0,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,4,10/20/2020,Coonnie Cres,none,1,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,4,10/20/2020,Bathurst State Park,none,2,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,4,10/18/2020,High Park,none,2,none,AA,https://figshare.com/s/1bd7dc8ba136bc2be626
2020,balcony birdwatching,full,4,10/16/2020,Barrie,none,7,none,AE,https://doi.org/10.6084/m9.figshare.13125479.v1
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Passer domesticus,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Passer domesticus,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Passer domesticus,2,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Phalacrocorax auritus,1,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,full,4,10/12/2020,Vaughan,Phalacrocorax auritus,1,inactive,TA,https://doi.org/10.6084/m9.figshare.13107569.v4
2020,balcony birdwatching,pilot,4,9/23/2020,Bathurst State Park,Poecile atricapillus,3,foraging,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Turdus migratorius,1,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Turdus migratorius,2,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Turdus migratorius,2,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Turdus migratorius,1,foraging,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/18/2020,Bathurst State Park,Turdus migratorius,1,none,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,4,9/27/2020,Bathurst State Park,Turdus migratorius,1,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,4,9/18/2020,Backyard,Turdus migratorius,1,perching,NJ,https://doi.org/10.6084/m9.figshare.13030703.v1
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Turdus migratorius,1,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Turdus migratorius,5,perching,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,pilot,4,9/27/2020,Stong Pond Toronto,Zenaida macroura,2,flying,RD,https://doi.org/10.6084/m9.figshare.13030601.v2
2020,balcony birdwatching,full,5,10/21/2020,Humber Ravine,Anas platyrhynchos,2,foraging,EO,https://doi.org/10.6084/m9.figshare.13125719.v2
2020,balcony birdwatching,pilot,5,9/25/2020,"Davos & Pinevalley Pond, Vaughan",Anas platyrhynchos,3,vocalizing,TA,https://doi.org/10.6084/m9.figshare.13031138.v1
2020,balcony birdwatching,full,5,10/9/2020,Mackenzie Glen Park,Ardea herodias,1,swimming,AG,https://doi.org/10.6084/m9.figshare.13125698.v1
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Branta canadensis,2,flying,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,High Park,Branta canadensis,4,flying,AB,https://doi.org/10.6084/m9.figshare.13023131.v1
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Branta canadensis,2,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Branta canadensis,2,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,5,10/8/2020,"Woodbridge, ON",Branta canadensis,3,foraging,KB,https://doi.org/10.6084/m9.figshare.13126832.v1
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Branta canadensis,4,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,5,10/16/2020,High Park,Branta canadensis,16,foraging,AB,https://doi.org/10.6084/m9.figshare.13126829.v1
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Branta canadensis,22,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/23/2020,Humber ravine,Columba livia,3,inactive,EO,https://doi.org/10.6084/m9.figshare.13031042.v1
2020,balcony birdwatching,pilot,5,9/23/2020,Barrie,Corvus brachyrhynchos,3,flying,AE,https://doi.org/10.6084/m9.figshare.13028252.v3
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Corvus spp,1,perching,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Corvus spp,1,vocalizing,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Corvus spp,2,vocalizing,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/27/2020,Bathurst State Park,Cyanocitta cristata,1,foraging,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,5,9/23/2020,Bathurst State Park,Icterus galbula,1,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,full,5,10/16/2020,6039 Erin Mills Pkwy,Larus argentatus,10,none,YM,https://doi.org/10.6084/m9.figshare.13125170.v3
2020,balcony birdwatching,pilot,5,9/18/2020,Mackenzie Glen Park,Larus delawarensis,11,perching,AG,https://doi.org/10.6084/m9.figshare.13030985.v1
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Melospiza melodia,2,flying,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Melospiza melodia,2,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Melospiza melodia,8,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,full,5,10/17/2020,Barrie,none,0,none,AE,https://doi.org/10.6084/m9.figshare.13125479.v1
2020,balcony birdwatching,full,5,10/23/2020,High Park,none,1,none,AA,https://figshare.com/s/1bd7dc8ba136bc2be626
2020,balcony birdwatching,full,5,10/20/2020,Bathurst State Park,none,2,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,5,10/20/2020,Coonnie Cres,none,3,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,5,10/14/2020,Bathurst State Park,none,4,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,full,5,10/14/2020,Coonnie Cres,none,6,none,SR,https://doi.org/10.6084/m9.figshare.13126349.v1
2020,balcony birdwatching,pilot,5,9/18/2020,Backyard,Passer domesticus,6,foraging,NJ,https://doi.org/10.6084/m9.figshare.13030703.v1
2020,balcony birdwatching,full,5,9/27/2020,Castleoaks Lake,Passer domesticus,2,perching,NJ,https://figshare.com/s/49330855fbcafeb1ba0c
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pica hudsonia,1,vocalizing,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pica hudsonia,1,vocalizing,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/18/2020,Bathurst State Park,Picoides pubescens,1,perching,SR,https://doi.org/10.6084/m9.figshare.13030895.v1
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pluvialis dominica,1,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pluvialis dominica,1,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pluvialis dominica,1,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pluvialis dominica,1,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
2020,balcony birdwatching,pilot,5,9/26/2020,York University,Pluvialis dominica,1,foraging,JY,https://doi.org/10.6084/m9.figshare.13030241.v4
